pressure,8.26ang,8.26Er
.41 
2.07,0.0008964640,0.0004221550 
4.15,0.0019320311,0.0008129135 
20.78,0.0080785685,0.0023117050 
41.57,0.0176201798,0.0051002076 
83.14,0.4694078701,1.7300782613 
166.28,39.5448749841,1.1034568860 
249.42,39.0780847774,3.8322469245 
332.56,42.6023982861,0.7118198115 
415.70,41.8627298328,1.6291556242 
831.40,41.0056158086,1.6071229253 
1662.80,43.0002468110,0.0000108736 
2494.20,42.9086787175,0.2884793136 
3325.60,42.9886512732,0.0360574465 
