pressure,8.26ang,8.26Er
.41 
2.07,0.0008564812,0.0005208449 
4.15,0.0016286615,0.0006563935 
20.78,0.0102269888,0.0042088974 
41.57,0.0221914675,0.0124097651 
83.14,0.0496326628,0.0276726845 
166.28,40.1198304784,3.0128039870 
249.42,42.7209836615,1.0150403357 
332.56,40.9624619956,1.6609404336 
415.70,40.7936362497,1.3062037839 
831.40,42.7658571816,0.8209924948 
1662.80,42.7797553637,0.7054122304 
2494.20,42.6569499888,1.4263045232 
3325.60,42.9591340984,0.1397137466 
