pressure,8.26ang,8.26Er
.41 
2.07,0.0008759600,0.0002127500 
4.15,0.0016505912,0.0006510737 
20.78,0.0089116613,0.0027129329 
41.57,0.0174347593,0.0053885761 
83.14,0.0403857665,0.0065107946 
166.28,40.5553614129,5.0867804931 
249.42,42.5628928391,0.7453752294 
332.56,39.9021780789,1.3715081853 
415.70,41.1843189216,2.0401531838 
831.40,41.8961525573,1.7297188137 
1662.80,42.8925734627,0.3369974582 
2494.20,42.9955868270,0.0191277155 
3325.60,43.0002444778,0.0009971416 
