pressure,8.26ang,8.26Er
.41 
2.07,0.0050069032,0.0004549748 
4.15,0.0159770578,0.0149661596 
20.78,45.5459223445,1.3359615878 
41.57,46.7364491987,2.5463690516 
83.14,47.4741977343,1.9336961535 
166.28,48.5641207770,0.8188867713 
249.42,48.4605009772,0.7530963254 
332.56,48.7386776210,0.7536027533 
415.70,48.7944499121,0.7611761183 
831.40,48.9784309495,0.0534538866 
1662.80,49.0001882209,0.0000046720 
2494.20,49.0002768973,0.0000145884 
3325.60,48.9799904398,0.0663035678 
